PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_LR,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5 
0.125,0.062,0.812,0.375,0.375,0.312,0.062,0.188,0.062,0.125,0.812,0.5,0.25,0.25,0.188,0.062,0.25,0.5,0.25,0.375,0.25,0.438,0.25,0.5,0.5,-0.237,-0.162,0.187,-0.263,-0.183
0.125,0.188,0.688,0.312,0.312,0.312,0.0,0.125,0.188,0.125,0.688,0.375,0.188,0.375,0.125,0.0,0.5,0.312,0.188,0.312,0.375,0.312,0.25,0.562,0.438,0.835,-0.263,-0.082,-0.658,0.056
0.312,0.188,0.5,0.125,0.25,0.25,0.0,0.062,0.188,0.312,0.5,0.25,0.438,0.25,0.0,0.062,0.438,0.312,0.25,0.312,0.438,0.25,0.125,0.375,0.625,1.142,0.183,-0.054,0.044,-0.38
0.125,0.062,0.812,0.125,0.625,0.5,0.0,0.125,0.062,0.125,0.812,0.688,0.188,0.062,0.0,0.125,0.312,0.625,0.062,0.625,0.188,0.188,0.062,0.375,0.625,-1.51,-0.615,-0.526,-0.171,-0.352
0.125,0.0,0.875,0.5,0.312,0.188,0.0,0.375,0.0,0.125,0.875,0.438,0.188,0.125,0.062,0.125,0.25,0.625,0.125,0.438,0.188,0.375,0.188,0.312,0.688,-0.983,0.532,0.315,0.044,-0.701
0.125,0.25,0.625,0.188,0.25,0.188,0.0,0.125,0.25,0.125,0.625,0.25,0.312,0.375,0.0,0.062,0.188,0.312,0.5,0.312,0.5,0.188,0.125,0.625,0.375,1.329,0.579,0.735,-0.355,-0.428
0.188,0.25,0.562,0.125,0.375,0.375,0.0,0.125,0.25,0.188,0.562,0.312,0.25,0.312,0.0,0.0,0.312,0.375,0.312,0.375,0.5,0.125,0.062,0.5,0.5,0.375,-0.174,-0.459,-0.747,-0.06
0.25,0.062,0.688,0.188,0.312,0.25,0.0,0.125,0.062,0.25,0.688,0.312,0.438,0.188,0.062,0.062,0.312,0.375,0.312,0.25,0.375,0.375,0.062,0.438,0.562,0.447,0.237,-0.238,0.13,-0.468
0.062,0.125,0.812,0.125,0.562,0.562,0.062,0.0,0.125,0.062,0.812,0.625,0.25,0.25,0.125,0.0,0.188,0.5,0.312,0.5,0.375,0.188,0.125,0.625,0.375,-0.383,-0.926,-0.474,-0.907,0.134
0.125,0.25,0.625,0.25,0.312,0.312,0.0,0.062,0.25,0.125,0.625,0.375,0.188,0.375,0.062,0.125,0.312,0.438,0.25,0.438,0.375,0.125,0.25,0.5,0.5,0.799,-0.503,-0.031,-0.902,-0.467
0.25,0.125,0.625,0.25,0.312,0.25,0.062,0.062,0.125,0.25,0.625,0.312,0.375,0.438,0.188,0.0,0.438,0.188,0.375,0.25,0.375,0.375,0.25,0.562,0.438,1.374,-0.033,-0.034,-0.095,0.193
0.062,0.125,0.812,0.312,0.438,0.188,0.0,0.312,0.125,0.062,0.812,0.625,0.125,0.188,0.062,0.188,0.25,0.688,0.062,0.5,0.188,0.312,0.125,0.312,0.688,-1.049,0.184,0.433,-0.207,-0.812
0.125,0.188,0.688,0.062,0.375,0.375,0.0,0.062,0.188,0.125,0.688,0.375,0.375,0.188,0.0,0.0,0.375,0.312,0.312,0.375,0.438,0.188,0.062,0.625,0.375,0.65,0.006,-0.014,-0.598,-0.339
0.188,0.125,0.688,0.25,0.438,0.375,0.0,0.125,0.125,0.188,0.688,0.312,0.188,0.5,0.125,0.0,0.375,0.25,0.375,0.438,0.188,0.25,0.312,0.562,0.438,0.945,-0.5,-0.259,-0.301,0.067
0.188,0.188,0.625,0.188,0.375,0.375,0.0,0.125,0.188,0.188,0.625,0.312,0.25,0.312,0.0,0.0,0.438,0.312,0.25,0.375,0.375,0.25,0.125,0.438,0.562,0.435,-0.049,-0.193,-0.331,-0.011
0.062,0.188,0.75,0.188,0.438,0.375,0.062,0.062,0.188,0.062,0.75,0.438,0.25,0.375,0.125,0.062,0.375,0.25,0.375,0.312,0.375,0.375,0.188,0.562,0.438,0.399,-0.386,0.19,-0.655,-0.066
0.125,0.0,0.875,0.375,0.438,0.375,0.062,0.188,0.0,0.125,0.875,0.562,0.25,0.188,0.188,0.062,0.125,0.625,0.25,0.438,0.188,0.438,0.188,0.5,0.5,-0.861,-0.182,-0.076,0.011,-0.294
0.25,0.125,0.625,0.062,0.562,0.438,0.0,0.0,0.125,0.25,0.625,0.562,0.25,0.188,0.0,0.125,0.625,0.375,0.0,0.438,0.25,0.125,0.0,0.312,0.688,-0.375,-0.454,-1.538,-0.118,-0.062
0.125,0.0,0.875,0.312,0.5,0.375,0.0,0.125,0.0,0.125,0.875,0.688,0.188,0.188,0.188,0.125,0.25,0.625,0.125,0.5,0.125,0.375,0.125,0.438,0.562,-1.137,-0.641,-0.394,-0.144,-0.343
0.188,0.125,0.688,0.125,0.5,0.438,0.0,0.125,0.125,0.188,0.688,0.5,0.25,0.188,0.0,0.062,0.312,0.438,0.25,0.562,0.25,0.188,0.125,0.375,0.625,-0.528,-0.219,-0.073,-0.103,-0.144
0.25,0.25,0.5,0.312,0.062,0.062,0.0,0.062,0.25,0.25,0.5,0.25,0.375,0.438,0.188,0.062,0.5,0.25,0.25,0.125,0.438,0.375,0.188,0.5,0.5,2.037,0.329,0.116,-0.427,-0.366
0.125,0.125,0.75,0.438,0.25,0.25,0.0,0.125,0.125,0.125,0.75,0.375,0.188,0.438,0.125,0.062,0.25,0.5,0.25,0.312,0.375,0.312,0.125,0.5,0.5,0.513,-0.249,-0.155,-0.586,-0.291
0.188,0.125,0.688,0.188,0.438,0.438,0.0,0.0,0.125,0.188,0.688,0.438,0.25,0.375,0.188,0.0,0.562,0.125,0.312,0.438,0.25,0.312,0.438,0.625,0.375,1.109,-0.818,0.102,-0.284,0.39
0.25,0.25,0.5,0.312,0.062,0.062,0.0,0.25,0.25,0.25,0.5,0.125,0.375,0.25,0.0,0.062,0.312,0.375,0.312,0.125,0.562,0.312,0.062,0.375,0.625,1.08,1.079,0.267,-0.303,-0.529
0.188,0.062,0.75,0.25,0.375,0.312,0.062,0.125,0.062,0.188,0.75,0.438,0.375,0.188,0.125,0.062,0.375,0.375,0.25,0.25,0.312,0.438,0.125,0.438,0.562,0.057,0.131,-0.308,-0.048,-0.193
0.25,0.062,0.688,0.25,0.188,0.188,0.0,0.062,0.062,0.25,0.688,0.25,0.5,0.25,0.125,0.062,0.25,0.312,0.438,0.25,0.375,0.312,0.188,0.625,0.375,1.496,0.237,0.119,-0.057,-0.585
0.062,0.0,0.938,0.312,0.625,0.438,0.0,0.312,0.0,0.062,0.938,0.625,0.062,0.0,0.0,0.188,0.312,0.688,0.0,0.438,0.0,0.562,0.062,0.375,0.625,-2.211,-0.235,-0.312,0.293,-0.546
0.125,0.188,0.688,0.188,0.5,0.375,0.0,0.188,0.188,0.125,0.688,0.5,0.125,0.312,0.0,0.125,0.375,0.438,0.188,0.625,0.188,0.125,0.312,0.5,0.5,0.093,-0.259,0.266,0.027,-0.528
0.25,0.125,0.625,0.25,0.125,0.062,0.0,0.125,0.125,0.25,0.625,0.125,0.5,0.312,0.062,0.0,0.5,0.188,0.312,0.125,0.562,0.188,0.062,0.375,0.625,1.672,1.032,-0.442,-0.353,-0.438
0.125,0.125,0.75,0.062,0.625,0.562,0.0,0.062,0.125,0.125,0.75,0.625,0.188,0.125,0.0,0.062,0.375,0.5,0.125,0.562,0.25,0.188,0.125,0.625,0.375,-0.59,-0.896,-0.514,-0.344,-0.026
0.188,0.125,0.688,0.188,0.438,0.438,0.0,0.062,0.125,0.188,0.688,0.375,0.25,0.375,0.125,0.0,0.25,0.438,0.312,0.438,0.312,0.188,0.188,0.625,0.375,0.543,-0.883,-0.769,-0.648,-0.152
0.188,0.188,0.625,0.375,0.25,0.25,0.062,0.312,0.188,0.188,0.625,0.312,0.25,0.25,0.062,0.0,0.438,0.438,0.125,0.188,0.312,0.562,0.125,0.375,0.625,0.107,0.578,0.142,-0.059,-0.152
0.25,0.25,0.5,0.25,0.188,0.188,0.0,0.062,0.25,0.25,0.5,0.188,0.312,0.5,0.125,0.0,0.5,0.188,0.312,0.188,0.438,0.375,0.188,0.5,0.5,1.811,0.088,0.088,-0.308,0.021
0.0,0.125,0.875,0.125,0.562,0.25,0.0,0.375,0.125,0.0,0.875,0.562,0.188,0.188,0.062,0.0,0.188,0.5,0.312,0.562,0.312,0.125,0.062,0.312,0.688,-1.334,0.691,0.339,-0.67,-0.377
0.125,0.25,0.625,0.188,0.188,0.188,0.0,0.062,0.25,0.125,0.625,0.25,0.375,0.375,0.125,0.0,0.312,0.25,0.438,0.188,0.562,0.25,0.125,0.625,0.375,1.594,0.262,0.211,-0.928,-0.294
0.312,0.062,0.625,0.25,0.375,0.312,0.0,0.0,0.062,0.312,0.625,0.562,0.312,0.312,0.25,0.062,0.562,0.375,0.062,0.312,0.188,0.312,0.125,0.375,0.625,0.352,-0.501,-1.449,-0.082,0.062
0.188,0.25,0.562,0.25,0.188,0.125,0.0,0.188,0.25,0.188,0.562,0.188,0.312,0.312,0.062,0.062,0.5,0.25,0.25,0.125,0.438,0.438,0.125,0.375,0.625,1.013,0.676,0.23,-0.307,-0.386
0.188,0.125,0.688,0.25,0.375,0.375,0.125,0.062,0.125,0.188,0.688,0.438,0.375,0.25,0.0,0.062,0.5,0.25,0.25,0.312,0.5,0.25,0.125,0.438,0.562,0.399,0.154,-0.129,-0.18,0.169
0.25,0.0,0.75,0.438,0.312,0.312,0.062,0.25,0.0,0.25,0.75,0.438,0.312,0.188,0.188,0.0,0.312,0.562,0.125,0.25,0.188,0.562,0.125,0.375,0.625,-0.468,0.151,-0.632,0.172,-0.104
0.25,0.312,0.438,0.312,0.062,0.062,0.0,0.062,0.312,0.25,0.438,0.062,0.312,0.562,0.125,0.0,0.625,0.062,0.312,0.062,0.562,0.375,0.125,0.312,0.688,1.969,0.687,0.076,-0.509,0.109
0.125,0.25,0.625,0.062,0.5,0.5,0.0,0.062,0.25,0.125,0.625,0.438,0.188,0.312,0.0,0.0,0.5,0.25,0.25,0.5,0.312,0.188,0.125,0.438,0.562,0.001,-0.434,-0.167,-0.623,0.11
0.188,0.125,0.688,0.188,0.438,0.438,0.062,0.062,0.125,0.188,0.688,0.5,0.312,0.188,0.062,0.062,0.312,0.438,0.25,0.438,0.312,0.312,0.125,0.438,0.562,-0.296,-0.262,-0.105,-0.173,-0.031
0.062,0.188,0.75,0.375,0.25,0.188,0.0,0.312,0.188,0.062,0.75,0.312,0.188,0.188,0.0,0.125,0.125,0.562,0.312,0.25,0.312,0.438,0.062,0.438,0.562,-0.286,0.762,0.594,-0.374,-0.71
0.062,0.312,0.625,0.188,0.312,0.312,0.125,0.062,0.312,0.062,0.625,0.312,0.312,0.5,0.062,0.0,0.375,0.125,0.5,0.188,0.625,0.312,0.062,0.562,0.438,1.054,0.196,0.427,-0.968,0.169
0.25,0.062,0.688,0.312,0.312,0.25,0.0,0.188,0.062,0.25,0.688,0.375,0.312,0.188,0.062,0.062,0.375,0.5,0.125,0.25,0.312,0.375,0.0,0.312,0.688,-0.208,0.341,-0.784,0.071,-0.311
0.0,0.0,1.0,0.312,0.688,0.5,0.0,0.188,0.0,0.0,1.0,0.625,0.0,0.25,0.062,0.25,0.188,0.562,0.25,0.688,0.0,0.312,0.438,0.625,0.375,-1.013,-1.386,0.424,-0.157,-0.612
0.125,0.25,0.625,0.188,0.312,0.312,0.062,0.125,0.25,0.125,0.625,0.312,0.312,0.312,0.0,0.062,0.375,0.25,0.375,0.312,0.438,0.312,0.25,0.625,0.375,1.204,0.104,0.792,-0.406,-0.214
0.312,0.312,0.375,0.188,0.125,0.125,0.0,0.125,0.312,0.312,0.375,0.125,0.375,0.375,0.0,0.0,0.438,0.25,0.312,0.125,0.625,0.188,0.0,0.375,0.625,1.571,0.858,-0.368,-0.414,-0.003
0.188,0.062,0.75,0.438,0.25,0.25,0.062,0.062,0.062,0.188,0.75,0.375,0.312,0.5,0.312,0.0,0.375,0.312,0.312,0.188,0.312,0.562,0.25,0.625,0.375,1.104,-0.489,-0.116,-0.279,0.054
0.062,0.375,0.562,0.125,0.375,0.312,0.0,0.0,0.375,0.062,0.562,0.312,0.125,0.562,0.062,0.062,0.562,0.125,0.312,0.312,0.562,0.125,0.25,0.5,0.5,1.442,-0.528,0.029,-1.27,0.126
0.25,0.125,0.625,0.188,0.375,0.375,0.062,0.0,0.125,0.25,0.625,0.438,0.375,0.312,0.125,0.0,0.562,0.25,0.188,0.312,0.375,0.375,0.188,0.562,0.438,0.932,-0.385,-0.243,-0.022,0.246
0.188,0.188,0.625,0.375,0.062,0.062,0.062,0.25,0.188,0.188,0.625,0.125,0.438,0.25,0.0,0.062,0.312,0.312,0.375,0.062,0.562,0.375,0.062,0.438,0.562,1.204,1.324,0.436,-0.271,-0.576
0.188,0.188,0.625,0.188,0.438,0.25,0.0,0.188,0.188,0.188,0.625,0.5,0.188,0.188,0.0,0.188,0.438,0.5,0.062,0.375,0.312,0.25,0.062,0.312,0.688,-0.47,0.049,-0.408,-0.142,-0.454
0.25,0.312,0.438,0.062,0.25,0.188,0.0,0.062,0.312,0.25,0.438,0.312,0.375,0.375,0.062,0.0,0.438,0.25,0.312,0.25,0.562,0.188,0.0,0.438,0.562,1.222,0.395,-0.101,-0.519,-0.038
0.312,0.125,0.562,0.188,0.312,0.312,0.0,0.062,0.125,0.312,0.562,0.188,0.375,0.375,0.062,0.0,0.5,0.188,0.312,0.312,0.375,0.25,0.25,0.5,0.5,1.496,-0.179,-0.42,-0.003,-0.007
0.188,0.312,0.5,0.062,0.375,0.312,0.0,0.0,0.312,0.188,0.5,0.438,0.25,0.375,0.062,0.062,0.562,0.312,0.125,0.312,0.562,0.125,0.062,0.312,0.688,0.639,-0.393,-0.729,-0.896,-0.016
0.125,0.0,0.875,0.25,0.625,0.562,0.062,0.062,0.0,0.125,0.875,0.75,0.188,0.125,0.125,0.125,0.5,0.375,0.125,0.562,0.062,0.375,0.25,0.562,0.438,-1.076,-0.903,-0.291,0.057,0.134
0.25,0.062,0.688,0.188,0.375,0.25,0.0,0.062,0.062,0.25,0.688,0.375,0.375,0.25,0.062,0.125,0.5,0.25,0.25,0.25,0.312,0.375,0.125,0.5,0.5,0.763,0.007,-0.298,0.311,-0.277
0.188,0.312,0.5,0.188,0.25,0.25,0.0,0.125,0.312,0.188,0.5,0.188,0.25,0.438,0.062,0.0,0.312,0.188,0.5,0.25,0.5,0.25,0.188,0.625,0.375,1.421,0.218,0.369,-0.651,0.145
0.125,0.25,0.625,0.125,0.438,0.438,0.062,0.0,0.25,0.125,0.625,0.312,0.25,0.5,0.062,0.0,0.5,0.125,0.375,0.375,0.438,0.125,0.25,0.562,0.438,1.297,-0.562,-0.379,-0.936,0.17
0.375,0.125,0.5,0.25,0.188,0.188,0.062,0.062,0.125,0.375,0.5,0.25,0.5,0.25,0.062,0.062,0.562,0.188,0.25,0.188,0.375,0.438,0.188,0.438,0.562,1.516,0.594,0.166,0.602,-0.008
0.125,0.125,0.75,0.25,0.438,0.438,0.062,0.062,0.125,0.125,0.75,0.375,0.25,0.375,0.125,0.062,0.375,0.188,0.438,0.438,0.312,0.312,0.375,0.625,0.375,0.594,-0.696,0.357,-0.449,0.044
0.188,0.188,0.625,0.312,0.25,0.25,0.0,0.188,0.188,0.188,0.625,0.25,0.25,0.312,0.062,0.0,0.5,0.312,0.188,0.25,0.438,0.312,0.188,0.375,0.625,0.676,0.284,-0.189,-0.462,-0.056
0.062,0.125,0.812,0.25,0.5,0.5,0.0,0.062,0.125,0.062,0.812,0.438,0.125,0.375,0.188,0.0,0.312,0.312,0.375,0.5,0.188,0.312,0.25,0.625,0.375,-0.244,-0.908,-0.204,-0.829,0.099
0.0,0.0,1.0,0.25,0.625,0.438,0.0,0.125,0.0,0.0,1.0,0.75,0.125,0.125,0.125,0.188,0.312,0.562,0.125,0.438,0.125,0.438,0.062,0.5,0.5,-1.601,-0.744,-0.426,-0.276,-0.456
0.188,0.375,0.438,0.062,0.125,0.125,0.0,0.062,0.375,0.188,0.438,0.125,0.438,0.375,0.0,0.0,0.5,0.188,0.312,0.125,0.812,0.062,0.0,0.375,0.625,1.849,0.591,-0.297,-1.215,-0.452
0.125,0.062,0.812,0.25,0.312,0.312,0.0,0.125,0.062,0.125,0.812,0.312,0.375,0.188,0.062,0.062,0.125,0.438,0.438,0.375,0.375,0.25,0.188,0.625,0.375,0.511,-0.026,0.215,-0.437,-0.632
0.188,0.0,0.812,0.25,0.5,0.375,0.0,0.188,0.0,0.188,0.812,0.562,0.25,0.062,0.062,0.125,0.375,0.562,0.062,0.375,0.125,0.5,0.0,0.312,0.688,-1.382,-0.098,-0.584,0.358,-0.412
0.25,0.188,0.562,0.25,0.25,0.25,0.0,0.188,0.188,0.25,0.562,0.125,0.312,0.375,0.0,0.0,0.438,0.312,0.25,0.25,0.5,0.25,0.125,0.312,0.688,0.896,0.189,-0.446,-0.367,-0.288
0.062,0.0,0.938,0.5,0.375,0.25,0.0,0.5,0.0,0.062,0.938,0.438,0.125,0.0,0.0,0.125,0.188,0.75,0.062,0.375,0.062,0.562,0.062,0.188,0.812,-2.071,0.831,0.194,0.153,-0.92
0.062,0.0,0.938,0.188,0.75,0.688,0.125,0.125,0.0,0.062,0.938,0.812,0.188,0.125,0.125,0.0,0.438,0.375,0.188,0.625,0.125,0.375,0.312,0.625,0.375,-1.321,-0.954,0.006,-0.094,0.586
0.062,0.125,0.812,0.312,0.375,0.375,0.0,0.0,0.125,0.062,0.812,0.5,0.188,0.5,0.312,0.0,0.188,0.438,0.375,0.375,0.25,0.375,0.25,0.812,0.188,0.832,-1.146,-0.142,-0.963,-0.086
0.312,0.188,0.5,0.125,0.188,0.188,0.0,0.125,0.188,0.312,0.5,0.188,0.5,0.188,0.0,0.0,0.375,0.312,0.312,0.188,0.438,0.375,0.0,0.375,0.625,1.059,0.903,0.082,0.202,-0.334
0.125,0.125,0.75,0.25,0.5,0.438,0.125,0.062,0.125,0.125,0.75,0.625,0.25,0.375,0.25,0.0,0.375,0.312,0.312,0.375,0.375,0.375,0.188,0.562,0.438,-0.274,-0.646,-0.249,-0.597,0.516
0.25,0.188,0.562,0.125,0.375,0.312,0.0,0.062,0.188,0.25,0.562,0.375,0.312,0.25,0.0,0.062,0.562,0.25,0.188,0.312,0.312,0.375,0.125,0.5,0.5,0.817,0.106,0.117,0.269,0.047
0.188,0.125,0.688,0.312,0.25,0.25,0.0,0.188,0.125,0.188,0.688,0.312,0.312,0.25,0.125,0.0,0.25,0.5,0.25,0.25,0.312,0.438,0.062,0.438,0.562,0.186,0.284,-0.203,-0.289,-0.368
0.125,0.188,0.688,0.188,0.375,0.375,0.0,0.062,0.188,0.125,0.688,0.312,0.25,0.438,0.125,0.0,0.312,0.25,0.438,0.375,0.312,0.25,0.25,0.625,0.375,1.084,-0.444,-0.023,-0.711,-0.102
0.25,0.25,0.5,0.188,0.25,0.25,0.0,0.125,0.25,0.25,0.5,0.25,0.312,0.312,0.0,0.0,0.562,0.25,0.188,0.25,0.438,0.312,0.125,0.438,0.562,1.181,0.387,0.032,-0.138,0.016
0.125,0.125,0.75,0.125,0.562,0.312,0.0,0.062,0.125,0.125,0.75,0.562,0.188,0.25,0.062,0.25,0.438,0.312,0.25,0.312,0.188,0.5,0.125,0.5,0.5,-0.251,-0.414,0.174,0.286,-0.286
0.125,0.375,0.5,0.25,0.188,0.125,0.0,0.125,0.375,0.125,0.5,0.25,0.188,0.438,0.062,0.125,0.5,0.25,0.25,0.188,0.5,0.312,0.188,0.438,0.562,1.322,0.27,0.467,-0.814,-0.333
0.062,0.188,0.75,0.25,0.438,0.312,0.0,0.125,0.188,0.062,0.75,0.5,0.125,0.312,0.062,0.188,0.25,0.5,0.25,0.375,0.312,0.312,0.125,0.562,0.438,-0.149,-0.531,0.045,-0.572,-0.511
0.062,0.125,0.812,0.25,0.375,0.312,0.0,0.188,0.125,0.062,0.812,0.312,0.25,0.312,0.062,0.0,0.375,0.25,0.375,0.375,0.375,0.25,0.25,0.562,0.438,0.576,0.101,0.335,-0.614,-0.214
0.0,0.062,0.938,0.312,0.438,0.375,0.0,0.125,0.062,0.0,0.938,0.562,0.188,0.25,0.188,0.062,0.125,0.5,0.375,0.5,0.25,0.25,0.25,0.688,0.312,-0.266,-0.511,0.252,-0.852,-0.329
0.25,0.0,0.75,0.25,0.375,0.312,0.0,0.188,0.0,0.25,0.75,0.438,0.375,0.125,0.062,0.0,0.375,0.5,0.125,0.375,0.25,0.375,0.0,0.188,0.812,-0.677,0.431,-0.538,0.289,-0.254
0.312,0.062,0.625,0.375,0.188,0.188,0.0,0.125,0.062,0.312,0.625,0.375,0.375,0.125,0.062,0.188,0.375,0.438,0.188,0.375,0.188,0.375,0.312,0.5,0.5,0.865,0.244,0.516,0.561,-0.571
0.312,0.125,0.562,0.25,0.188,0.062,0.0,0.062,0.125,0.312,0.562,0.25,0.438,0.312,0.125,0.125,0.562,0.188,0.25,0.062,0.438,0.375,0.062,0.312,0.688,1.253,0.668,-0.598,0.122,-0.287
0.25,0.125,0.625,0.125,0.5,0.5,0.062,0.062,0.125,0.25,0.625,0.562,0.312,0.188,0.062,0.0,0.625,0.312,0.062,0.438,0.312,0.25,0.125,0.375,0.625,-0.238,-0.436,-0.866,-0.137,0.292
0.125,0.25,0.625,0.188,0.438,0.312,0.062,0.188,0.25,0.125,0.625,0.5,0.188,0.312,0.062,0.062,0.25,0.375,0.375,0.438,0.312,0.25,0.188,0.562,0.438,0.106,0.502,0.541,-0.006,0.042
0.312,0.125,0.562,0.25,0.25,0.188,0.0,0.25,0.125,0.312,0.562,0.25,0.375,0.125,0.0,0.062,0.375,0.438,0.188,0.188,0.25,0.5,0.0,0.25,0.75,0.053,1.01,-0.193,0.542,-0.379
0.062,0.062,0.875,0.5,0.312,0.312,0.062,0.25,0.062,0.062,0.875,0.438,0.188,0.25,0.125,0.062,0.25,0.562,0.188,0.312,0.25,0.5,0.188,0.5,0.5,-0.393,0.007,0.179,-0.382,-0.366
0.125,0.25,0.625,0.188,0.312,0.312,0.0,0.125,0.25,0.125,0.625,0.375,0.25,0.312,0.062,0.0,0.25,0.438,0.312,0.312,0.438,0.25,0.062,0.625,0.375,0.635,-0.009,-0.029,-0.765,-0.166
0.125,0.25,0.625,0.188,0.312,0.25,0.062,0.25,0.25,0.125,0.625,0.188,0.312,0.375,0.0,0.0,0.312,0.312,0.375,0.25,0.5,0.312,0.125,0.438,0.562,0.761,0.41,0.301,-0.601,-0.414
0.25,0.125,0.625,0.062,0.562,0.438,0.0,0.062,0.125,0.25,0.625,0.562,0.25,0.25,0.062,0.062,0.5,0.375,0.125,0.5,0.188,0.125,0.188,0.562,0.438,0.353,-0.509,-0.989,0.086,-0.033
0.125,0.312,0.562,0.25,0.25,0.25,0.0,0.062,0.312,0.125,0.562,0.188,0.188,0.562,0.0,0.0,0.438,0.25,0.312,0.25,0.625,0.125,0.062,0.438,0.562,1.354,0.04,-0.246,-1.035,0.056
0.312,0.25,0.438,0.188,0.25,0.25,0.0,0.0,0.25,0.312,0.438,0.375,0.312,0.438,0.125,0.0,0.625,0.312,0.062,0.25,0.562,0.188,0.062,0.375,0.625,1.21,-0.373,-0.998,-0.541,0.169
0.188,0.188,0.625,0.188,0.312,0.25,0.062,0.0,0.188,0.188,0.625,0.312,0.375,0.438,0.188,0.062,0.312,0.188,0.5,0.188,0.438,0.375,0.188,0.562,0.438,1.296,-0.068,0.033,-0.436,0.022
0.125,0.625,0.25,0.062,0.125,0.062,0.0,0.125,0.625,0.125,0.25,0.125,0.188,0.625,0.0,0.0,0.375,0.188,0.438,0.125,0.75,0.125,0.0,0.5,0.5,2.174,0.801,0.619,-1.434,0.011
0.0,0.062,0.938,0.188,0.625,0.562,0.0,0.0,0.062,0.0,0.938,0.688,0.125,0.312,0.188,0.062,0.312,0.375,0.312,0.562,0.188,0.25,0.375,0.875,0.125,0.154,-1.529,-0.011,-0.744,0.09
0.25,0.375,0.375,0.062,0.25,0.25,0.0,0.062,0.375,0.25,0.375,0.125,0.312,0.5,0.0,0.0,0.438,0.125,0.438,0.25,0.438,0.25,0.188,0.562,0.438,2.208,0.223,0.377,-0.373,0.002
0.0,0.0,1.0,0.375,0.625,0.375,0.125,0.312,0.0,0.0,1.0,0.75,0.125,0.125,0.125,0.188,0.188,0.562,0.25,0.562,0.125,0.438,0.312,0.562,0.438,-1.667,-0.21,0.871,0.004,-0.227
0.062,0.312,0.625,0.188,0.312,0.188,0.0,0.062,0.312,0.062,0.625,0.375,0.188,0.438,0.062,0.125,0.438,0.312,0.25,0.188,0.562,0.25,0.0,0.375,0.625,0.598,0.062,-0.189,-1.016,-0.302
0.062,0.0,0.938,0.5,0.375,0.188,0.0,0.25,0.0,0.062,0.938,0.438,0.125,0.25,0.188,0.188,0.375,0.438,0.188,0.188,0.125,0.688,0.188,0.375,0.625,-0.759,0.135,0.095,0.082,-0.45
0.188,0.188,0.625,0.125,0.438,0.375,0.0,0.062,0.188,0.188,0.625,0.5,0.25,0.25,0.062,0.062,0.5,0.375,0.125,0.375,0.375,0.25,0.125,0.438,0.562,0.199,-0.409,-0.468,-0.372,-0.026
0.375,0.062,0.562,0.312,0.188,0.188,0.0,0.062,0.062,0.375,0.562,0.25,0.438,0.312,0.125,0.062,0.5,0.25,0.25,0.25,0.25,0.438,0.25,0.438,0.562,1.519,0.228,-0.0,0.606,-0.148
0.375,0.188,0.438,0.25,0.125,0.062,0.0,0.125,0.188,0.375,0.438,0.312,0.438,0.188,0.0,0.188,0.438,0.375,0.188,0.312,0.312,0.188,0.188,0.438,0.562,1.559,0.922,0.183,0.582,-0.713
0.125,0.062,0.812,0.312,0.438,0.375,0.062,0.062,0.062,0.125,0.812,0.562,0.25,0.25,0.125,0.125,0.438,0.25,0.312,0.5,0.312,0.25,0.312,0.562,0.438,-0.076,-0.265,0.377,-0.062,0.028
0.062,0.0,0.938,0.312,0.625,0.5,0.125,0.188,0.0,0.062,0.938,0.75,0.188,0.125,0.125,0.125,0.188,0.625,0.188,0.5,0.125,0.5,0.188,0.5,0.5,-1.602,-0.539,0.154,0.052,-0.049
0.0,0.062,0.938,0.25,0.562,0.438,0.0,0.125,0.062,0.0,0.938,0.625,0.125,0.25,0.188,0.062,0.188,0.5,0.312,0.5,0.188,0.312,0.188,0.5,0.5,-1.012,-0.573,-0.133,-0.722,-0.09
0.188,0.125,0.688,0.25,0.188,0.188,0.062,0.125,0.125,0.188,0.688,0.25,0.5,0.25,0.125,0.0,0.25,0.312,0.438,0.125,0.5,0.438,0.062,0.625,0.375,1.109,0.567,0.229,-0.286,-0.385
0.125,0.125,0.75,0.312,0.375,0.312,0.0,0.125,0.125,0.125,0.75,0.562,0.188,0.312,0.188,0.062,0.312,0.5,0.188,0.438,0.188,0.25,0.188,0.562,0.438,0.128,-0.346,-0.357,-0.601,-0.248
0.312,0.125,0.562,0.312,0.188,0.125,0.0,0.188,0.125,0.312,0.562,0.25,0.375,0.25,0.062,0.125,0.375,0.375,0.25,0.312,0.25,0.312,0.25,0.438,0.562,1.165,0.519,0.2,0.284,-0.597
0.125,0.188,0.688,0.25,0.375,0.375,0.0,0.062,0.188,0.125,0.688,0.375,0.188,0.438,0.125,0.0,0.375,0.375,0.25,0.375,0.375,0.25,0.188,0.562,0.438,0.687,-0.652,-0.364,-0.8,-0.024
